"threshold","snow_year","start_year","scdot_first_day","scdot_last_day","scdot_first_doy_adjusted","scdot_last_doy_adjusted","scdot_length","scdot_count","scdot_percentage","max_consecutive_days","number_of_events","scp_length"
50,"1981-1982",1981,NA,NA,NA,NA,0,0,0,0,0,207
50,"1982-1983",1982,1983-01-23,1983-04-13,176,256,81,67,39.9014778325123,64,2,203
50,"1983-1984",1983,NA,NA,NA,NA,0,0,0,0,0,203
50,"1984-1985",1984,1985-02-16,1985-03-15,200,227,28,28,13.0232558139535,28,1,215
50,"1985-1986",1985,1986-02-14,1986-04-08,198,251,54,20,25.8373205741627,18,2,209
50,"1986-1987",1986,1987-01-31,1987-04-14,184,257,74,74,37,74,1,200
50,"1987-1988",1987,1988-03-26,1988-04-12,239,256,18,14,9.23076923076923,7,3,195
50,"1988-1989",1988,1989-03-09,1989-03-19,221,231,11,11,5.82010582010582,11,1,189
50,"1989-1990",1989,1989-12-01,1990-03-28,123,240,118,118,62.7659574468085,118,1,188
50,"1990-1991",1990,1990-12-15,1991-04-09,137,252,116,116,57.1428571428571,116,1,203
50,"1991-1992",1991,1992-01-03,1992-04-20,156,264,109,109,52.9126213592233,109,1,206
50,"1992-1993",1992,NA,NA,NA,NA,0,0,0,0,0,155
50,"1993-1994",1993,1993-12-13,1994-04-28,135,271,137,113,69.5431472081218,94,2,197
50,"1994-1995",1994,1995-02-04,1995-04-22,188,265,78,78,40.625,78,1,192
50,"1995-1996",1995,1996-04-03,1996-04-05,247,249,3,3,1.68539325842697,3,1,178
50,"1996-1997",1996,1997-01-02,1997-04-08,155,251,97,67,48.019801980198,54,3,202
50,"1997-1998",1997,NA,NA,NA,NA,0,0,0,0,0,188
50,"1998-1999",1998,1999-02-10,1999-03-20,194,232,39,39,20.7446808510638,39,1,188
50,"1999-2000",1999,NA,NA,NA,NA,0,0,0,0,0,198
50,"2000-2001",2000,2001-03-30,2001-03-30,242,242,1,1,0.505050505050505,1,1,198
50,"2001-2002",2001,2001-12-18,2002-03-12,140,224,85,23,41.871921182266,18,2,203
50,"2002-2003",2002,NA,NA,NA,NA,0,0,0,0,0,204
50,"2003-2004",2003,NA,NA,NA,NA,0,0,0,0,0,166
50,"2004-2005",2004,NA,NA,NA,NA,0,0,0,0,0,187
50,"2005-2006",2005,NA,NA,NA,NA,0,0,0,0,0,154
50,"2006-2007",2006,NA,NA,NA,NA,0,0,0,0,0,165
50,"2007-2008",2007,NA,NA,NA,NA,0,0,0,0,0,228
50,"2008-2009",2008,2009-01-22,2009-04-06,175,249,75,75,35.5450236966825,75,1,211
50,"2009-2010",2009,NA,NA,NA,NA,0,0,0,0,0,208
50,"2010-2011",2010,2011-01-23,2011-03-22,176,234,59,43,32.7777777777778,22,3,180
50,"2011-2012",2011,NA,NA,NA,NA,0,0,0,0,0,190
50,"2012-2013",2012,2012-11-18,2012-11-21,111,114,4,4,2.01005025125628,4,1,199
50,"2013-2014",2013,NA,NA,NA,NA,0,0,0,0,0,179
60,"1945-1946",1945,NA,NA,NA,NA,0,0,0,0,0,177
60,"1947-1948",1947,1948-02-22,1948-04-21,206,265,60,60,37.037037037037,60,1,162
60,"1951-1952",1951,1952-02-13,1952-03-25,197,238,42,42,20.0956937799043,42,1,209
60,"1952-1953",1952,NA,NA,NA,NA,0,0,0,0,0,198
60,"1953-1954",1953,1953-12-08,1954-04-22,130,265,136,135,61.8181818181818,96,2,220
60,"1954-1955",1954,1955-02-12,1955-03-27,196,239,44,44,20.6572769953052,44,1,213
60,"1955-1956",1955,1956-01-07,1956-03-24,160,237,78,78,37.8640776699029,78,1,206
60,"1956-1957",1956,1957-02-11,1957-03-16,195,228,34,34,14.7186147186147,34,1,231
60,"1957-1958",1957,1958-01-31,1958-03-26,184,238,55,55,27.9187817258883,55,1,197
60,"1958-1959",1958,1959-02-24,1959-04-09,208,252,45,30,21.6346153846154,29,2,208
60,"1959-1960",1959,1960-02-28,1960-03-18,212,231,20,20,9.75609756097561,20,1,205
60,"1960-1961",1960,1960-12-31,1961-04-07,154,250,98,66,46.2264150943396,38,3,212
60,"1961-1962",1961,1961-11-02,1962-04-01,94,244,151,151,68.3257918552036,151,1,221
60,"1962-1963",1962,1963-01-09,1963-04-10,162,253,92,92,47.4226804123711,92,1,194
60,"1963-1964",1963,1964-02-28,1964-04-17,212,261,50,50,27.3224043715847,50,1,183
60,"1964-1965",1964,NA,NA,NA,NA,0,0,0,0,0,173
60,"1965-1966",1965,1966-01-18,1966-03-29,171,241,71,71,35.5,71,1,200
60,"1966-1967",1966,1967-01-29,1967-04-12,182,255,74,74,37,74,1,200
60,"1967-1968",1967,NA,NA,NA,NA,0,0,0,0,0,202
60,"1968-1969",1968,1969-01-14,1969-02-28,167,212,46,46,23,46,1,200
60,"1969-1970",1969,NA,NA,NA,NA,0,0,0,0,0,200
60,"1970-1971",1970,NA,NA,NA,NA,0,0,0,0,0,196
60,"1971-1972",1971,NA,NA,NA,NA,0,0,0,0,0,192
60,"1972-1973",1972,NA,NA,NA,NA,0,0,0,0,0,199
60,"1973-1974",1973,1974-01-20,1974-04-14,173,257,85,85,45.6989247311828,85,1,186
60,"1974-1975",1974,1975-03-24,1975-04-04,236,247,12,12,5.19480519480519,12,1,231
60,"1975-1976",1975,1976-01-18,1976-03-27,171,240,70,47,35.8974358974359,34,2,195
60,"1976-1977",1976,NA,NA,NA,NA,0,0,0,0,0,176
60,"1977-1978",1977,NA,NA,NA,NA,0,0,0,0,0,177
60,"1978-1979",1978,NA,NA,NA,NA,0,0,0,0,0,229
60,"1979-1980",1979,NA,NA,NA,NA,0,0,0,0,0,183
60,"1980-1981",1980,NA,NA,NA,NA,0,0,0,0,0,225
60,"1981-1982",1981,NA,NA,NA,NA,0,0,0,0,0,207
60,"1982-1983",1982,1983-02-25,1983-04-04,209,247,39,35,19.2118226600985,27,2,203
60,"1983-1984",1983,NA,NA,NA,NA,0,0,0,0,0,203
60,"1984-1985",1984,NA,NA,NA,NA,0,0,0,0,0,215
60,"1985-1986",1985,1986-03-24,1986-04-03,236,246,11,11,5.26315789473684,11,1,209
60,"1986-1987",1986,1987-03-05,1987-04-01,217,244,28,28,14,28,1,200
60,"1987-1988",1987,NA,NA,NA,NA,0,0,0,0,0,195
60,"1988-1989",1988,NA,NA,NA,NA,0,0,0,0,0,189
60,"1989-1990",1989,1990-01-01,1990-03-26,154,238,85,85,45.2127659574468,85,1,188
60,"1990-1991",1990,1991-01-26,1991-04-08,179,251,73,73,35.9605911330049,73,1,203
60,"1991-1992",1991,1992-01-27,1992-04-19,180,263,84,80,40.7766990291262,66,3,206
60,"1992-1993",1992,NA,NA,NA,NA,0,0,0,0,0,155
60,"1993-1994",1993,1994-02-19,1994-04-28,203,271,69,56,35.0253807106599,38,2,197
60,"1994-1995",1994,1995-02-21,1995-04-19,205,262,58,58,30.2083333333333,58,1,192
60,"1995-1996",1995,NA,NA,NA,NA,0,0,0,0,0,178
60,"1996-1997",1996,NA,NA,NA,NA,0,0,0,0,0,202
60,"1997-1998",1997,NA,NA,NA,NA,0,0,0,0,0,188
60,"1998-1999",1998,1999-02-27,1999-03-17,211,229,19,16,10.1063829787234,13,2,188
60,"1999-2000",1999,NA,NA,NA,NA,0,0,0,0,0,198
60,"2000-2001",2000,NA,NA,NA,NA,0,0,0,0,0,198
60,"2001-2002",2001,NA,NA,NA,NA,0,0,0,0,0,203
60,"2002-2003",2002,NA,NA,NA,NA,0,0,0,0,0,204
60,"2003-2004",2003,NA,NA,NA,NA,0,0,0,0,0,166
60,"2004-2005",2004,NA,NA,NA,NA,0,0,0,0,0,187
60,"2005-2006",2005,NA,NA,NA,NA,0,0,0,0,0,154
60,"2006-2007",2006,NA,NA,NA,NA,0,0,0,0,0,165
60,"2007-2008",2007,NA,NA,NA,NA,0,0,0,0,0,228
60,"2008-2009",2008,2009-02-23,2009-04-05,207,248,42,42,19.9052132701422,42,1,211
60,"2009-2010",2009,NA,NA,NA,NA,0,0,0,0,0,208
60,"2010-2011",2010,2011-02-15,2011-03-05,199,217,19,19,10.5555555555556,19,1,180
60,"2011-2012",2011,NA,NA,NA,NA,0,0,0,0,0,190
60,"2012-2013",2012,NA,NA,NA,NA,0,0,0,0,0,199
60,"2013-2014",2013,NA,NA,NA,NA,0,0,0,0,0,179
70,"1945-1946",1945,NA,NA,NA,NA,0,0,0,0,0,177
70,"1947-1948",1947,1948-03-05,1948-04-16,218,260,43,43,26.5432098765432,43,1,162
70,"1951-1952",1951,1952-02-13,1952-03-25,197,238,42,42,20.0956937799043,42,1,209
70,"1952-1953",1952,NA,NA,NA,NA,0,0,0,0,0,198
70,"1953-1954",1953,1953-12-16,1954-04-19,138,262,125,101,56.8181818181818,53,5,220
70,"1954-1955",1954,1955-03-10,1955-03-27,222,239,18,18,8.45070422535211,18,1,213
70,"1955-1956",1955,1956-02-09,1956-03-24,193,237,45,45,21.8446601941748,45,1,206
70,"1956-1957",1956,1957-02-22,1957-03-16,206,228,23,23,9.95670995670996,23,1,231
70,"1957-1958",1957,1958-02-19,1958-03-13,203,225,23,23,11.6751269035533,23,1,197
70,"1958-1959",1958,1959-02-24,1959-04-08,208,251,44,6,21.1538461538462,5,2,208
70,"1959-1960",1959,1960-03-15,1960-03-18,228,231,4,4,1.95121951219512,4,1,205
70,"1960-1961",1960,1961-01-09,1961-02-05,162,189,28,28,13.2075471698113,28,1,212
70,"1961-1962",1961,1961-11-03,1962-03-31,95,243,149,144,67.420814479638,130,3,221
70,"1962-1963",1962,1963-02-05,1963-04-09,189,252,64,64,32.9896907216495,64,1,194
70,"1963-1964",1963,1964-03-12,1964-04-03,225,247,23,23,12.568306010929,23,1,183
70,"1964-1965",1964,NA,NA,NA,NA,0,0,0,0,0,173
70,"1965-1966",1965,1966-02-06,1966-03-29,190,241,52,52,26,52,1,200
70,"1966-1967",1966,1967-02-17,1967-04-11,201,254,54,50,27,45,2,200
70,"1967-1968",1967,NA,NA,NA,NA,0,0,0,0,0,202
70,"1968-1969",1968,NA,NA,NA,NA,0,0,0,0,0,200
70,"1969-1970",1969,NA,NA,NA,NA,0,0,0,0,0,200
70,"1970-1971",1970,NA,NA,NA,NA,0,0,0,0,0,196
70,"1971-1972",1971,NA,NA,NA,NA,0,0,0,0,0,192
70,"1972-1973",1972,NA,NA,NA,NA,0,0,0,0,0,199
70,"1973-1974",1973,1974-02-11,1974-04-09,195,252,58,58,31.1827956989247,58,1,186
70,"1974-1975",1974,NA,NA,NA,NA,0,0,0,0,0,231
70,"1975-1976",1975,1976-03-18,1976-03-24,231,237,7,7,3.58974358974359,7,1,195
70,"1976-1977",1976,NA,NA,NA,NA,0,0,0,0,0,176
70,"1977-1978",1977,NA,NA,NA,NA,0,0,0,0,0,177
70,"1978-1979",1978,NA,NA,NA,NA,0,0,0,0,0,229
70,"1979-1980",1979,NA,NA,NA,NA,0,0,0,0,0,183
70,"1980-1981",1980,NA,NA,NA,NA,0,0,0,0,0,225
70,"1981-1982",1981,NA,NA,NA,NA,0,0,0,0,0,207
70,"1982-1983",1982,NA,NA,NA,NA,0,0,0,0,0,203
70,"1983-1984",1983,NA,NA,NA,NA,0,0,0,0,0,203
70,"1984-1985",1984,NA,NA,NA,NA,0,0,0,0,0,215
70,"1985-1986",1985,NA,NA,NA,NA,0,0,0,0,0,209
70,"1986-1987",1986,1987-03-15,1987-03-29,227,241,15,15,7.5,15,1,200
70,"1987-1988",1987,NA,NA,NA,NA,0,0,0,0,0,195
70,"1988-1989",1988,NA,NA,NA,NA,0,0,0,0,0,189
70,"1989-1990",1989,1990-01-10,1990-03-13,163,225,63,63,33.5106382978723,63,1,188
70,"1990-1991",1990,1991-02-28,1991-04-01,212,244,33,29,16.256157635468,19,2,203
70,"1991-1992",1991,1992-02-09,1992-03-25,193,238,46,44,22.3300970873786,42,2,206
70,"1992-1993",1992,NA,NA,NA,NA,0,0,0,0,0,155
70,"1993-1994",1993,1994-03-02,1994-04-20,214,263,50,19,25.3807106598985,11,2,197
70,"1994-1995",1994,1995-02-26,1995-04-17,210,260,51,51,26.5625,51,1,192
70,"1995-1996",1995,NA,NA,NA,NA,0,0,0,0,0,178
70,"1996-1997",1996,NA,NA,NA,NA,0,0,0,0,0,202
70,"1997-1998",1997,NA,NA,NA,NA,0,0,0,0,0,188
70,"1998-1999",1998,NA,NA,NA,NA,0,0,0,0,0,188
70,"1999-2000",1999,NA,NA,NA,NA,0,0,0,0,0,198
70,"2000-2001",2000,NA,NA,NA,NA,0,0,0,0,0,198
70,"2001-2002",2001,NA,NA,NA,NA,0,0,0,0,0,203
70,"2002-2003",2002,NA,NA,NA,NA,0,0,0,0,0,204
70,"2003-2004",2003,NA,NA,NA,NA,0,0,0,0,0,166
70,"2004-2005",2004,NA,NA,NA,NA,0,0,0,0,0,187
70,"2005-2006",2005,NA,NA,NA,NA,0,0,0,0,0,154
70,"2006-2007",2006,NA,NA,NA,NA,0,0,0,0,0,165
70,"2007-2008",2007,NA,NA,NA,NA,0,0,0,0,0,228
70,"2008-2009",2008,2009-03-19,2009-03-30,231,242,12,12,5.68720379146919,12,1,211
70,"2009-2010",2009,NA,NA,NA,NA,0,0,0,0,0,208
70,"2010-2011",2010,NA,NA,NA,NA,0,0,0,0,0,180
70,"2011-2012",2011,NA,NA,NA,NA,0,0,0,0,0,190
70,"2012-2013",2012,NA,NA,NA,NA,0,0,0,0,0,199
70,"2013-2014",2013,NA,NA,NA,NA,0,0,0,0,0,179
80,"1945-1946",1945,NA,NA,NA,NA,0,0,0,0,0,177
80,"1947-1948",1947,NA,NA,NA,NA,0,0,0,0,0,162
80,"1951-1952",1951,NA,NA,NA,NA,0,0,0,0,0,209
80,"1952-1953",1952,NA,NA,NA,NA,0,0,0,0,0,198
80,"1953-1954",1953,1953-12-20,1954-02-05,142,189,48,48,21.8181818181818,48,1,220
80,"1954-1955",1954,1955-03-24,1955-03-27,236,239,4,4,1.87793427230047,4,1,213
80,"1955-1956",1955,1956-03-08,1956-03-19,221,232,12,12,5.8252427184466,12,1,206
80,"1956-1957",1956,1957-03-13,1957-03-14,225,226,2,2,0.865800865800866,2,1,231
80,"1957-1958",1957,1958-02-20,1958-03-13,204,225,22,19,11.1675126903553,13,2,197
80,"1958-1959",1958,1959-02-24,1959-02-24,208,208,1,1,0.480769230769231,1,1,208
80,"1959-1960",1959,NA,NA,NA,NA,0,0,0,0,0,205
80,"1960-1961",1960,NA,NA,NA,NA,0,0,0,0,0,212
80,"1961-1962",1961,1961-12-14,1962-03-30,136,242,107,107,48.4162895927602,107,1,221
80,"1962-1963",1962,1963-02-05,1963-04-06,189,249,61,61,31.4432989690722,61,1,194
80,"1963-1964",1963,NA,NA,NA,NA,0,0,0,0,0,183
80,"1964-1965",1964,NA,NA,NA,NA,0,0,0,0,0,173
80,"1965-1966",1965,1966-03-19,1966-03-28,231,240,10,10,5,10,1,200
80,"1966-1967",1966,1967-03-01,1967-04-11,213,254,42,25,21,19,2,200
80,"1967-1968",1967,NA,NA,NA,NA,0,0,0,0,0,202
80,"1968-1969",1968,NA,NA,NA,NA,0,0,0,0,0,200
80,"1969-1970",1969,NA,NA,NA,NA,0,0,0,0,0,200
80,"1970-1971",1970,NA,NA,NA,NA,0,0,0,0,0,196
80,"1971-1972",1971,NA,NA,NA,NA,0,0,0,0,0,192
80,"1972-1973",1972,NA,NA,NA,NA,0,0,0,0,0,199
80,"1973-1974",1973,1974-03-10,1974-04-08,222,251,30,30,16.1290322580645,30,1,186
80,"1974-1975",1974,NA,NA,NA,NA,0,0,0,0,0,231
80,"1975-1976",1975,NA,NA,NA,NA,0,0,0,0,0,195
80,"1976-1977",1976,NA,NA,NA,NA,0,0,0,0,0,176
80,"1977-1978",1977,NA,NA,NA,NA,0,0,0,0,0,177
80,"1978-1979",1978,NA,NA,NA,NA,0,0,0,0,0,229
80,"1979-1980",1979,NA,NA,NA,NA,0,0,0,0,0,183
80,"1980-1981",1980,NA,NA,NA,NA,0,0,0,0,0,225
80,"1981-1982",1981,NA,NA,NA,NA,0,0,0,0,0,207
80,"1982-1983",1982,NA,NA,NA,NA,0,0,0,0,0,203
80,"1983-1984",1983,NA,NA,NA,NA,0,0,0,0,0,203
80,"1984-1985",1984,NA,NA,NA,NA,0,0,0,0,0,215
80,"1985-1986",1985,NA,NA,NA,NA,0,0,0,0,0,209
80,"1986-1987",1986,NA,NA,NA,NA,0,0,0,0,0,200
80,"1987-1988",1987,NA,NA,NA,NA,0,0,0,0,0,195
80,"1988-1989",1988,NA,NA,NA,NA,0,0,0,0,0,189
80,"1989-1990",1989,1990-02-06,1990-02-28,190,212,23,23,12.2340425531915,23,1,188
80,"1990-1991",1990,1991-03-23,1991-03-29,235,241,7,7,3.44827586206897,7,1,203
80,"1991-1992",1991,1992-03-05,1992-03-12,218,225,8,8,3.88349514563107,8,1,206
80,"1992-1993",1992,NA,NA,NA,NA,0,0,0,0,0,155
80,"1993-1994",1993,1994-04-13,1994-04-16,256,259,4,4,2.03045685279188,4,1,197
80,"1994-1995",1994,1995-03-10,1995-04-17,222,260,39,31,20.3125,19,3,192
80,"1995-1996",1995,NA,NA,NA,NA,0,0,0,0,0,178
80,"1996-1997",1996,NA,NA,NA,NA,0,0,0,0,0,202
80,"1997-1998",1997,NA,NA,NA,NA,0,0,0,0,0,188
80,"1998-1999",1998,NA,NA,NA,NA,0,0,0,0,0,188
80,"1999-2000",1999,NA,NA,NA,NA,0,0,0,0,0,198
80,"2000-2001",2000,NA,NA,NA,NA,0,0,0,0,0,198
80,"2001-2002",2001,NA,NA,NA,NA,0,0,0,0,0,203
80,"2002-2003",2002,NA,NA,NA,NA,0,0,0,0,0,204
80,"2003-2004",2003,NA,NA,NA,NA,0,0,0,0,0,166
80,"2004-2005",2004,NA,NA,NA,NA,0,0,0,0,0,187
80,"2005-2006",2005,NA,NA,NA,NA,0,0,0,0,0,154
80,"2006-2007",2006,NA,NA,NA,NA,0,0,0,0,0,165
80,"2007-2008",2007,NA,NA,NA,NA,0,0,0,0,0,228
80,"2008-2009",2008,NA,NA,NA,NA,0,0,0,0,0,211
80,"2009-2010",2009,NA,NA,NA,NA,0,0,0,0,0,208
80,"2010-2011",2010,NA,NA,NA,NA,0,0,0,0,0,180
80,"2011-2012",2011,NA,NA,NA,NA,0,0,0,0,0,190
80,"2012-2013",2012,NA,NA,NA,NA,0,0,0,0,0,199
80,"2013-2014",2013,NA,NA,NA,NA,0,0,0,0,0,179
90,"1945-1946",1945,NA,NA,NA,NA,0,0,0,0,0,177
90,"1947-1948",1947,NA,NA,NA,NA,0,0,0,0,0,162
90,"1951-1952",1951,NA,NA,NA,NA,0,0,0,0,0,209
90,"1952-1953",1952,NA,NA,NA,NA,0,0,0,0,0,198
90,"1953-1954",1953,1954-01-06,1954-02-05,159,189,31,31,14.0909090909091,31,1,220
90,"1954-1955",1954,NA,NA,NA,NA,0,0,0,0,0,213
90,"1955-1956",1955,NA,NA,NA,NA,0,0,0,0,0,206
90,"1956-1957",1956,NA,NA,NA,NA,0,0,0,0,0,231
90,"1957-1958",1957,1958-02-25,1958-03-04,209,216,8,8,4.06091370558376,8,1,197
90,"1958-1959",1958,NA,NA,NA,NA,0,0,0,0,0,208
90,"1959-1960",1959,NA,NA,NA,NA,0,0,0,0,0,205
90,"1960-1961",1960,NA,NA,NA,NA,0,0,0,0,0,212
90,"1961-1962",1961,1961-12-16,1962-03-29,138,241,104,104,47.0588235294118,104,1,221
90,"1962-1963",1962,1963-02-07,1963-03-25,191,237,47,35,24.2268041237113,32,2,194
90,"1963-1964",1963,NA,NA,NA,NA,0,0,0,0,0,183
90,"1964-1965",1964,NA,NA,NA,NA,0,0,0,0,0,173
90,"1965-1966",1965,1966-03-20,1966-03-26,232,238,7,7,3.5,7,1,200
90,"1966-1967",1966,1967-03-24,1967-04-07,236,250,15,14,7.5,13,2,200
90,"1967-1968",1967,NA,NA,NA,NA,0,0,0,0,0,202
90,"1968-1969",1968,NA,NA,NA,NA,0,0,0,0,0,200
90,"1969-1970",1969,NA,NA,NA,NA,0,0,0,0,0,200
90,"1970-1971",1970,NA,NA,NA,NA,0,0,0,0,0,196
90,"1971-1972",1971,NA,NA,NA,NA,0,0,0,0,0,192
90,"1972-1973",1972,NA,NA,NA,NA,0,0,0,0,0,199
90,"1973-1974",1973,1974-03-12,1974-04-05,224,248,25,19,13.4408602150538,10,2,186
90,"1974-1975",1974,NA,NA,NA,NA,0,0,0,0,0,231
90,"1975-1976",1975,NA,NA,NA,NA,0,0,0,0,0,195
90,"1976-1977",1976,NA,NA,NA,NA,0,0,0,0,0,176
90,"1977-1978",1977,NA,NA,NA,NA,0,0,0,0,0,177
90,"1978-1979",1978,NA,NA,NA,NA,0,0,0,0,0,229
90,"1979-1980",1979,NA,NA,NA,NA,0,0,0,0,0,183
90,"1980-1981",1980,NA,NA,NA,NA,0,0,0,0,0,225
90,"1981-1982",1981,NA,NA,NA,NA,0,0,0,0,0,207
90,"1982-1983",1982,NA,NA,NA,NA,0,0,0,0,0,203
90,"1983-1984",1983,NA,NA,NA,NA,0,0,0,0,0,203
90,"1984-1985",1984,NA,NA,NA,NA,0,0,0,0,0,215
90,"1985-1986",1985,NA,NA,NA,NA,0,0,0,0,0,209
90,"1986-1987",1986,NA,NA,NA,NA,0,0,0,0,0,200
90,"1987-1988",1987,NA,NA,NA,NA,0,0,0,0,0,195
90,"1988-1989",1988,NA,NA,NA,NA,0,0,0,0,0,189
90,"1989-1990",1989,NA,NA,NA,NA,0,0,0,0,0,188
90,"1990-1991",1990,NA,NA,NA,NA,0,0,0,0,0,203
90,"1991-1992",1991,NA,NA,NA,NA,0,0,0,0,0,206
90,"1992-1993",1992,NA,NA,NA,NA,0,0,0,0,0,155
90,"1993-1994",1993,NA,NA,NA,NA,0,0,0,0,0,197
90,"1994-1995",1994,1995-03-25,1995-04-09,237,252,16,16,8.33333333333333,16,1,192
90,"1995-1996",1995,NA,NA,NA,NA,0,0,0,0,0,178
90,"1996-1997",1996,NA,NA,NA,NA,0,0,0,0,0,202
90,"1997-1998",1997,NA,NA,NA,NA,0,0,0,0,0,188
90,"1998-1999",1998,NA,NA,NA,NA,0,0,0,0,0,188
90,"1999-2000",1999,NA,NA,NA,NA,0,0,0,0,0,198
90,"2000-2001",2000,NA,NA,NA,NA,0,0,0,0,0,198
90,"2001-2002",2001,NA,NA,NA,NA,0,0,0,0,0,203
90,"2002-2003",2002,NA,NA,NA,NA,0,0,0,0,0,204
90,"2003-2004",2003,NA,NA,NA,NA,0,0,0,0,0,166
90,"2004-2005",2004,NA,NA,NA,NA,0,0,0,0,0,187
90,"2005-2006",2005,NA,NA,NA,NA,0,0,0,0,0,154
90,"2006-2007",2006,NA,NA,NA,NA,0,0,0,0,0,165
90,"2007-2008",2007,NA,NA,NA,NA,0,0,0,0,0,228
90,"2008-2009",2008,NA,NA,NA,NA,0,0,0,0,0,211
90,"2009-2010",2009,NA,NA,NA,NA,0,0,0,0,0,208
90,"2010-2011",2010,NA,NA,NA,NA,0,0,0,0,0,180
90,"2011-2012",2011,NA,NA,NA,NA,0,0,0,0,0,190
90,"2012-2013",2012,NA,NA,NA,NA,0,0,0,0,0,199
90,"2013-2014",2013,NA,NA,NA,NA,0,0,0,0,0,179
